id,経度,緯度,所在地コード,用途,連番,年次,前年所在地コード,前年用途,前年連番,市区町村名,住居表示,行政,地積,利用の現況,利用状況表示,建物構造,施設,形状区分,間口（比率）,奥行（比率）,階層（地上）,階層（地下）,前面道路区分,前面道路の方位区分,前面道路の幅員,前面道路の駅前区分,前面道路の舗装状況,側道区分,側道方位区分,交通施設との近接区分,周辺の土地の利用の現況,駅名,駅距離,用途区分,防火区分,都市計画区分,森林区分,公園区分,建蔽率,容積率,共通地点区分,選定年次ビット,Ｓ５８価格,Ｓ５９価格,Ｓ６０価格,Ｓ６１価格,Ｓ６２価格,Ｓ６３価格,Ｈ１価格,Ｈ２価格,Ｈ３価格,Ｈ４価格,Ｈ５価格,Ｈ６価格,Ｈ７価格,Ｈ８価格,Ｈ９価格,Ｈ１０価格,Ｈ１１価格,Ｈ１２価格,Ｈ１３価格,Ｈ１４価格,Ｈ１５価格,Ｈ１６価格,Ｈ１７価格,Ｈ１８価格,Ｈ１９価格,Ｈ２０価格,Ｈ２１価格,Ｈ２２価格,Ｈ２３価格,Ｈ２４価格,Ｈ２５価格,Ｈ２６価格,Ｈ２７価格,Ｈ２８価格,Ｈ２９価格,Ｈ３０価格,Ｈ３１価格,属性移動Ｓ５９,属性移動Ｓ６０,属性移動Ｓ６１,属性移動Ｓ６２,属性移動Ｓ６３,属性移動Ｈ１,属性移動Ｈ２,属性移動Ｈ３,属性移動Ｈ４,属性移動Ｈ５,属性移動Ｈ６,属性移動Ｈ７,属性移動Ｈ８,属性移動Ｈ９,属性移動Ｈ１０,属性移動Ｈ１１,属性移動Ｈ１２,属性移動Ｈ１３,属性移動Ｈ１４,属性移動Ｈ１５,属性移動Ｈ１６,属性移動Ｈ１７,属性移動Ｈ１８,属性移動Ｈ１９,属性移動Ｈ２０,属性移動Ｈ２１,属性移動Ｈ２２,属性移動Ｈ２３,属性移動Ｈ２４,属性移動Ｈ２５,属性移動Ｈ２６,属性移動Ｈ２７,属性移動Ｈ２８,属性移動Ｈ２９,属性移動Ｈ３０,属性移動Ｈ３１
1159,502670.92,128214.554,13112,0,95,2019,13112,0,95,世田谷,東京都　世田谷区瀬田１－８－１４,13112,332,10000000000000000,_,W2,111,_,10,15,2,0,区道,東,60,_,_,_,_,_,中規模一般住宅が建ち並ぶ閑静な住宅地域,二子玉川,600,1低専,準防,市街化,_,_,50,100,False,0000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615000,645000,696000,719000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000010000000
1160,502671.86600000004,128785.975,13119,0,7,2019,13119,0,7,板橋,東京都　板橋区成増１－１６－１,13119,171,10000000000000000,_,RC3,111,_,10,20,3,0,区道,南西,60,_,_,_,_,_,中規模一般住宅、共同住宅等が建ち並ぶ住宅地域,地下鉄成増,330,1中専,準防,市街化,_,_,60,200,False,0000000000000000000000001111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415000,458000,430000,404000,396000,388000,387000,392000,396000,403000,412000,430000,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
1161,502672.277,128366.23300000001,13112,0,85,2019,13112,0,85,世田谷,東京都　世田谷区桜上水１－８－４,13112,102,10000000000000000,_,LS2,111,_,10,12,2,0,区道,東,40,_,_,_,_,_,中小規模一般住宅にアパートも見られる住宅地域,経堂,1000,1低専,準防,市街化,_,_,50,100,False,0000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459000,470000,483000,507000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000010000000
1162,502672.604,128493.367,13115,0,55,2019,13115,0,55,杉並,東京都　杉並区成田西３－１０－２８,13115,169,10000000000000000,_,W2,111,_,10,15,2,0,区道,東,52,_,_,側道,南,_,中小規模の一般住宅が建ち並ぶ住宅地域,南阿佐ケ谷,1100,1低専,準防,市街化,_,_,40,80,False,0000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,415000,430000,444000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000
1163,502673.92600000004,128598.181,13114,0,2,2019,13114,0,2,中野,東京都　中野区白鷺３－６－９,13114,183,10000000000000100,共同住宅,S2,111,台形,15,10,2,0,区道,西,40,_,_,_,_,_,一般住宅のほかアパートも見られる住宅地域,鷺ノ宮,750,1低専,準防,市街化,_,_,50,150,False,0000011111111111111111111111111111111,0,0,0,0,0,1100000,960000,950000,920000,780000,620000,495000,472000,449000,445000,445000,443000,431000,429000,425000,423000,421000,420000,425000,450000,486000,433000,396000,394000,393000,392000,397000,401000,406000,412000,424000,438000,0,0,0,0,40000000000000,10000000000000,10000000000001,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000000000000,10011000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
1164,502674.33200000005,128410.95599999999,13115,5,21,2019,13115,5,21,杉並,東京都　杉並区下高井戸３－３－６,13115,182,11000000000000100,共同住宅,RC5,111,_,10,20,5,0,国道,南,400,_,_,_,_,_,小売店舗、マンション等が建ち並ぶ路線商業地域,桜上水,350,近商,防火,市街化,_,_,80,300,False,0000000000001111111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,860000,680000,640000,610000,579000,550000,520000,502000,496000,495000,495000,504000,550000,616000,550000,511000,511000,507000,506000,511000,524000,543000,567000,598000,639000,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
1165,502674.57399999996,128800.534,13119,5,6,2019,13119,5,6,板橋,東京都　板橋区成増２－１９－２,13119,197,11000000000000000,_,W2,111,台形,10,20,2,0,区道,南,72,_,_,背面道,_,_,中低層の小売店舗が建ち並ぶ駅前の商業地域,成増,100,商業,防火,市街化,_,_,80,500,False,0001111111111111111111111111111111111,0,0,0,1800000,3220000,3900000,4000000,4000000,4000000,3550000,2810000,2210000,1940000,1540000,1350000,1240000,1100000,972000,885000,821000,784000,755000,744000,744000,815000,943000,842000,788000,773000,763000,758000,768000,783000,806000,839000,889000,953000,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10100000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
1166,502676.39200000005,128511.119,13115,0,64,2019,13115,0,64,杉並,東京都　杉並区成田東４－６－７,13115,106,10000000000000000,_,W2,111,_,12,10,2,0,区道,北西,45,_,_,_,_,_,中小規模一般住宅、アパート等が多い住宅地域,南阿佐ケ谷,470,1低専,準防,市街化,_,_,50,100,False,0000000000000000000000000000000000111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551000,571000,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000
1167,502676.464,128667.30099999999,13120,0,47,2019,13120,0,47,練馬,東京都　練馬区貫井２－２１－９,13120,110,10000000000000000,_,S3,111,台形,10,15,3,0,区道,北西,55,_,_,_,_,_,住宅、アパート、営業所等が混在する住宅地域,富士見台,760,1住居,準防,市街化,_,_,60,200,False,0000000000011111111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,500000,465000,452000,439000,433000,410000,392000,374000,362000,355000,349000,348000,350000,370000,410000,371000,350000,347000,346000,346000,352000,356000,361000,368000,378000,389000,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000010000000,10000010000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,20000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
1168,502676.982,128263.46,13112,0,12,2019,13112,0,12,世田谷,東京都　世田谷区用賀４－２８－４,13112,258,10000000000000100,共同住宅,RC3F1B,111,_,10,15,3,1,区道,南,80,_,_,_,_,_,一般住宅、マンション、アパートがある住宅地域,用賀,270,1住居,準防,市街化,_,_,60,200,False,0000011111111111111111111111111111111,0,0,0,0,0,1490000,1350000,1330000,1330000,1120000,820000,745000,716000,685000,675000,668000,632000,615000,601000,580000,566000,560000,560000,579000,660000,745000,656000,612000,607000,601000,600000,612000,623000,644000,670000,697000,730000,0,0,0,0,40000000000000,10000000000000,10000000000000,10010000000000,10000000000000,10000000000000,10000000000000,10000000000000,10001000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000
1169,502677.24100000004,128647.055,13114,5,18,2019,13114,5,18,中野,東京都　中野区上鷺宮３－１６－５,13114,165,100001000000000,_,S3F1B,111,_,10,20,3,1,都道,南,145,_,_,_,_,_,中低層店舗兼事務所、共同住宅等が多い商業地域,富士見台,400,近商,防火,市街化,_,_,80,300,False,0000000000011111111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,812000,720000,604000,565000,558000,518000,476000,462000,448000,444000,441000,439000,443000,475000,551000,503000,465000,456000,445000,441000,447000,452000,460000,471000,487000,506000,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10001000000000,10000000000000,10000010000000
1170,502677.763,128198.056,13112,0,108,2019,13112,0,108,世田谷,東京都　世田谷区玉川１－１７－２０,13112,191,10000000000000000,_,W2,111,_,10,20,2,0,区道,南東,60,_,_,_,_,_,中小規模の一般住宅が多い住宅地域,二子玉川,580,1住居,準防,市街化,_,_,60,200,False,0000000000000000000000000000000000111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625000,686000,748000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000010000000
1171,502677.799,128404.68800000001,13112,5,29,2019,13112,5,29,世田谷,東京都　世田谷区桜上水４－１７－４,13112,117,11000000000000100,共同住宅,S3,111,台形,10,15,3,0,区道,西,56,_,_,_,_,_,小売店舗が建ち並ぶ駅に近い商業地域,桜上水,70,近商,準防,市街化,_,_,80,300,False,0000000000000000000111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630000,617000,613000,614000,623000,710000,800000,726000,668000,643000,633000,631000,640000,651000,667000,689000,729000,771000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000010,10000000000000,11000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000
1172,502678.984,128530.868,13115,0,41,2019,13115,0,41,杉並,東京都　杉並区阿佐谷南３丁目５８５番７,13115,221,100,建築中,_,111,_,10,12,0,0,区道,東,39,_,_,_,_,_,中規模一般住宅、アパート等が多い住宅地域,阿佐ケ谷,460,1中専,準防,市街化,_,_,60,200,False,0000000000011111111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,615000,579000,530000,515000,508000,490000,474000,467000,459000,452000,449000,449000,454000,490000,539000,484000,449000,448000,444000,444000,453000,462000,474000,490000,508000,534000,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,11011010000000
1173,502679.066,128672.384,13120,5,14,2019,13120,5,14,練馬,東京都　練馬区貫井４－１４－１９,13120,194,11000000000000100,共同住宅,RC6,111,台形,10,12,6,0,都道,北東,250,_,_,側道,北西,_,中層の店舗兼共同住宅等が見られる路線商業地域,中村橋,840,準住居,防火,市街化,_,_,60,300,False,0000000000000000000000000000000000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490000,513000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000
1174,502680.02,128230.59599999999,13112,5,18,2019,13112,5,18,世田谷,東京都　世田谷区瀬田２－２３－１５,13112,507,100000000000000,_,RC3,111,台形,12,10,3,0,国道,北東,250,_,_,側道,南東,_,中低層の店舗、事務所等が多い路線商業地域,用賀,850,近商,防火,市街化,_,_,80,300,False,0000000000111111111111111111111111111,0,0,0,0,0,0,0,0,0,0,1230000,1070000,910000,805000,757000,713000,645000,588000,571000,562000,554000,551000,551000,563000,638000,740000,685000,628000,605000,595000,593000,597000,603000,617000,636000,668000,720000,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
1175,502681.025,128732.659,13120,0,23,2019,13120,0,23,練馬,東京都　練馬区田柄５－１８－１３,13120,168,10000000000000000,_,W2,111,_,10,12,2,0,区道,東,40,_,_,_,_,_,一般住宅のほかにアパート等が見られる住宅地域,光が丘,460,1低専,準防,市街化,_,_,50,100,False,0000000000000000000000000000000011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349000,355000,362000,373000,388000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000
1176,502681.464,128346.894,13112,0,48,2019,13112,0,48,世田谷,東京都　世田谷区経堂２－１７－７,13112,107,10000000000000000,_,W2,111,_,10,15,2,0,区道,南西,37,_,_,_,_,_,中小規模一般住宅、マンション等が多い住宅地域,経堂,370,1住居,準防,市街化,_,_,60,200,False,0000000000000000000000000000011111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516000,514000,525000,534000,550000,567000,589000,627000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000
1177,502681.92100000003,128546.385,13115,0,54,2019,13115,0,54,杉並,東京都　杉並区阿佐谷北２－３４－１５,13115,123,10000000000000000,_,RC3,111,_,10,20,3,0,私道,北,40,_,_,_,_,_,一般住宅やアパート等が建ち並ぶ住宅地域,阿佐ケ谷,460,1中専,準防,市街化,_,_,60,200,False,0000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510000,526000,544000,578000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000
1178,502681.925,128324.974,13112,0,52,2019,13112,0,52,世田谷,東京都　世田谷区経堂５－５－３,13112,212,10000000000000000,_,W2,111,不整形,10,15,2,0,区道,南,44,_,_,_,_,_,中規模一般住宅、アパート等が建ち並ぶ住宅地域,経堂,720,1低専,準防,市街化,_,_,60,150,False,0000000000111111111111111111111111111,0,0,0,0,0,0,0,0,0,0,780000,668000,634000,606000,589000,581000,558000,542000,532000,524000,514000,506000,505000,514000,578000,639000,565000,525000,522000,514000,512000,520000,528000,541000,557000,579000,599000,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000
1179,502682.105,128357.59,13112,0,71,2019,13112,0,71,世田谷,東京都　世田谷区宮坂３－２８－９,13112,190,10000000000000000,_,LS2,111,_,10,12,2,0,区道,北西,52,_,_,_,_,_,一般住宅とアパート等が建ち並ぶ住宅地域,経堂,540,1低専,準防,市街化,_,_,50,100,False,0000000000000000000000000000001111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521000,529000,537000,551000,569000,593000,616000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
1180,502682.414,128608.469,13114,0,22,2019,13114,0,22,中野,東京都　中野区鷺宮４－２５－９,13114,204,10000000000000000,_,W2F1B,111,_,10,15,2,1,区道,北,45,_,_,_,_,_,中規模の一般住宅が多い住宅地域,鷺ノ宮,600,1低専,準防,市街化,_,_,50,150,False,0000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409000,417000,427000,441000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000
1181,502684.967,128277.373,13112,0,99,2019,13112,0,99,世田谷,東京都　世田谷区上用賀１－１４－６,13112,240,10000000000000000,_,RC2,111,_,10,10,2,0,区道,西,60,_,_,_,_,_,中規模、小規模住宅が建ち並ぶ住宅地域,用賀,850,1中専,準防,市街化,_,_,60,200,False,0000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569000,588000,611000,642000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000010000000
1182,502685.32700000005,128270.92300000001,13112,0,26,2019,13112,0,26,世田谷,東京都　世田谷区用賀３－２６－１７,13112,2566,10000000000000100,共同住宅,RC8F1B,111,_,12,10,8,1,区道,北,110,_,_,三方路,_,_,中高層マンションが多い住宅地域,用賀,650,1中専,準防,市街化,_,_,60,200,False,0000000000000000000000000000111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682000,678000,678000,693000,710000,734000,751000,775000,799000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
1183,502686.328,128558.891,13115,5,11,2019,13115,5,11,杉並,東京都　杉並区阿佐谷北４－６－２９,13115,134,11000000000000100,共同住宅,RC3,111,_,20,10,3,0,都道,東,200,_,_,_,_,_,小規模の店舗、マンションが多い商業地域,阿佐ケ谷,650,近商,防火,市街化,_,_,80,400,False,0000000011111111111111111111111111111,0,0,0,0,0,0,0,0,2300000,2120000,1710000,1230000,1000000,850000,789000,720000,675000,641000,609000,583000,566000,560000,559000,570000,627000,700000,623000,580000,577000,573000,573000,581000,594000,617000,657000,714000,763000,0,0,0,0,0,0,0,40000000000000,10010000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
1184,502686.893,128260.53,13112,5,19,2019,13112,5,19,世田谷,東京都　世田谷区用賀４－１３－２,13112,210,11000000000000100,共同住宅,RC5,111,台形,10,20,5,0,区道,南,73,_,_,_,_,_,中層ビル、小売店舗が建ち並ぶ駅前の商業地域,用賀,200,近商,準防,市街化,_,_,80,300,False,0000000000111111111111111111111111111,0,0,0,0,0,0,0,0,0,0,1540000,1220000,1040000,878000,834000,785000,724000,675000,656000,642000,625000,621000,620000,636000,740000,833000,754000,692000,667000,656000,655000,667000,682000,707000,739000,783000,835000,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
1185,502687.631,128442.431,13115,5,9,2019,13115,5,9,杉並,東京都　杉並区永福３－３５－７,13115,109,1000000000000000,_,S2,111,_,10,30,2,0,区道,北東,110,_,_,_,_,近接,小規模な小売店舗が建ち並ぶ駅前の商業地域,西永福,0,近商,準防,市街化,_,_,80,300,False,0000111111111111111111111111111111111,0,0,0,0,1850000,1980000,1860000,1860000,1860000,1690000,1280000,1000000,896000,806000,757000,700000,635000,585000,554000,540000,529000,523000,523000,531000,581000,645000,575000,533000,531000,527000,527000,534000,546000,570000,604000,644000,690000,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10010000000000,10010000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10001000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10001000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
1186,502688.989,128536.116,13115,5,4,2019,13115,5,4,杉並,東京都　杉並区阿佐谷南３－３７－１４,13115,109,11100000000000100,共同住宅,SRC8,111,_,15,10,8,0,道路,東,0,駅前広場,_,_,_,駅前広場接面,中高層商業ビルが建ち並ぶ駅前の商業地域,阿佐ケ谷,0,商業,防火,市街化,_,_,80,600,True,0000000001111111111111111111111111111,0,0,0,0,0,0,0,0,0,6250000,5150000,3660000,2930000,2330000,1870000,1670000,1490000,1350000,1250000,1170000,1130000,1120000,1120000,1140000,1280000,1410000,1250000,1140000,1130000,1120000,1110000,1140000,1200000,1270000,1380000,1490000,1680000,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10010000000000,10000000000000,10010000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
1187,502689.402,128807.832,13119,0,41,2019,13119,0,41,板橋,東京都　板橋区赤塚３－３８－６,13119,366,10000000000000000,_,W2,111,_,10,20,2,0,区道,南東,60,_,_,_,_,_,一般住宅のほかアパート等も見られる住宅地域,成増,450,1中専,準防,市街化,_,_,60,200,False,0000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366000,376000,389000,411000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000
1188,502689.834,128511.44300000001,13115,0,21,2019,13115,0,21,杉並,東京都　杉並区成田東４－１３－１９,13115,141,10000000000000000,_,W2,111,_,10,15,2,0,区道,南東,51,_,_,_,_,_,中小規模一般住宅等が建ち並ぶ住宅地域,南阿佐ケ谷,300,1低専,準防,市街化,_,_,50,100,True,0000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,520000,540000,569000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000
1189,502690.22,128435.385,13115,0,33,2019,13115,0,33,杉並,東京都　杉並区永福３－２３－１１,13115,284,10000000000000000,_,W3,111,_,10,20,3,0,区道,北,110,_,_,_,_,_,中規模一般住宅が建ち並ぶ閑静な住宅地域,西永福,290,1低専,準防,市街化,_,_,50,100,True,0000000000000000000000000000001111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544000,552000,570000,600000,624000,645000,683000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
1190,502691.195,128411.92800000001,13115,0,29,2019,13115,0,29,杉並,東京都　杉並区下高井戸２－１４－９,13115,132,10000000000000000,_,W2,111,_,10,20,2,0,区道,北,54,_,_,_,_,_,中規模一般住宅、アパート等が建ち並ぶ住宅地域,桜上水,640,1低専,準防,市街化,_,_,40,80,False,0000000000011111111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,560000,532000,495000,488000,483000,468000,455000,448000,442000,436000,432000,432000,436000,471000,518000,465000,433000,432000,429000,429000,436000,446000,456000,466000,478000,492000,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
